,,,,,,,,,,,,,,,,
Rk,Team,Date,Spread,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,Game time
191,SEA,10/29/23,-4.5,39.5,47,Sun,7,8,,CLE,W 24-20,-4.5,did not cover,39.5,over,afternoon
192,CIN,10/29/23,4.5,44.5,74,Sun,7,8,@,SFO,W 31-17,4.5,covered,44.5,over,afternoon
193,SFO,10/29/23,-4.5,44.5,74,Sun,8,8,,CIN,L 17-31,-4.5,did not cover,44.5,over,afternoon
194,KAN,10/29/23,-7,45.5,26,Sun,8,8,@,DEN,L 9-24,-7,did not cover,45.5,under,afternoon
195,DEN,10/22/23,-1,44,72,Sun,7,7,,GNB,W 19-17,-1,covered,44,under,afternoon
196,KAN,10/22/23,-5.5,48.5,72,Sun,7,7,,LAC,W 31-17,-5.5,covered,48.5,under,afternoon
197,LAC,10/22/23,5.5,48.5,72,Sun,6,7,@,KAN,L 17-31,5.5,did not cover,48.5,under,afternoon
198,PIT,10/22/23,3,43.5,74,Sun,6,7,@,LAR,W 24-17,3,covered,43.5,under,afternoon
199,LAR,10/22/23,-3,43.5,74,Sun,7,7,,PIT,L 17-24,-3,did not cover,43.5,under,afternoon
200,ARI,10/22/23,8.5,43.5,56,Sun,7,7,@,SEA,L 10-20,8.5,did not cover,43.5,under,afternoon
<<<<<<< HEAD
200,ARI,10/22/23,8.5,43.5,56,Sun,7,7,@,SEA,L 10-20,8.5,did not cover,43.5,under,afternoon
201,ARI,10/22/23,8.5,43.5,56,Sun,7,7,@,SEA,L 10-20,8.5,did not cover,43.5,under,afternoon
=======
>>>>>>> dcac54f86c715e555e0ca18b088609a7850b8778
202,SEA,10/22/23,-8.5,43.5,56,Sun,6,7,,ARI,W 20-10,-8.5,covered,43.5,under,afternoon
203,NYJ,10/15/23,6.5,43.5,59,Sun,6,6,,PHI,W 20-14,6.5,covered,43.5,under,afternoon
204,PHI,10/15/23,-6.5,43.5,59,Sun,6,6,@,NYJ,L 14-20,-6.5,did not cover,43.5,under,afternoon
205,NWE,10/15/23,2.5,42.5,81,Sun,6,6,@,LVR,L 17-21,2.5,did not cover,42.5,under,afternoon
206,LVR,10/15/23,-2.5,42.5,81,Sun,6,6,,NWE,W 21-17,-2.5,covered,42.5,under,afternoon
207,ARI,10/15/23,7,47.5,82,Sun,6,6,@,LAR,L 9-26,7,did not cover,47.5,under,afternoon
208,LAR,10/15/23,-7,47.5,82,Sun,6,6,,ARI,W 26-9,-7,covered,47.5,under,afternoon
209,DET,10/15/23,-3,43.5,77,Sun,6,6,@,TAM,W 20-6,-3,covered,43.5,under,afternoon
210,TAM,10/15/23,3,43.5,77,Sun,5,6,,DET,L 6-20,3,did not cover,43.5,under,afternoon
211,CIN,10/8/23,-3,45.5,95,Sun,5,5,@,ARI,W 34-20,-3,covered,45.5,over,afternoon
212,ARI,10/8/23,3,45.5,95,Sun,5,5,,CIN,L 20-34,3,did not cover,45.5,over,afternoon
213,DEN,10/8/23,-2.5,42.5,73,Sun,5,5,,NYJ,L 21-31,-2.5,did not cover,42.5,over,afternoon
214,NYJ,10/8/23,2.5,42.5,73,Sun,5,5,@,DEN,W 31-21,2.5,covered,42.5,over,afternoon
215,KAN,10/8/23,-3.5,52.5,58,Sun,5,5,@,MIN,W 27-20,-3.5,covered,52.5,under,afternoon
216,MIN,10/8/23,3.5,52.5,58,Sun,5,5,,KAN,L 20-27,3.5,did not cover,52.5,under,afternoon
217,PHI,10/8/23,-3.5,49.5,71,Sun,5,5,@,LAR,W 23-14,-3.5,covered,49.5,under,afternoon
218,LAR,10/8/23,3.5,49.5,71,Sun,5,5,,PHI,L 14-23,3.5,did not cover,49.5,under,afternoon
219,DAL,10/1/23,-6.5,43.5,91,Sun,4,4,,NWE,W 38-3,-6.5,covered,43.5,under,afternoon
220,NWE,10/1/23,6.5,43.5,91,Sun,4,4,@,DAL,L 3-38,6.5,did not cover,43.5,under,afternoon
221,LVR,10/1/23,5.5,48.5,67,Sun,4,4,@,LAC,L 17-24,5.5,did not cover,48.5,under,afternoon
222,LAC,10/1/23,-5.5,48.5,67,Sun,4,4,,LVR,W 24-17,-5.5,covered,48.5,under,afternoon
223,ARI,10/1/23,16.5,44.5,75,Sun,4,4,@,SFO,L 16-35,16.5,did not cover,44.5,over,afternoon
224,SFO,10/1/23,-16.5,44.5,75,Sun,4,4,,ARI,W 35-16,-16.5,covered,44.5,over,afternoon
225,ARI,9/24/23,11.5,43.5,93,Sun,3,3,,DAL,W 28-16,11.5,covered,43.5,over,afternoon
226,DAL,9/24/23,-11.5,43.5,93,Sun,3,3,@,ARI,L 16-28,-11.5,did not cover,43.5,over,afternoon
227,CAR,9/24/23,5,43,61,Sun,3,3,@,SEA,L 27-37,5,did not cover,43,over,afternoon
228,SEA,9/24/23,-5,43,61,Sun,3,3,,CAR,W 37-27,-5,covered,43,over,afternoon
229,ARI,9/17/23,4.5,36.5,97,Sun,2,2,,NYG,L 28-31,4.5,covered,36.5,over,afternoon
230,NYG,9/17/23,-4.5,36.5,97,Sun,2,2,@,ARI,W 31-28,-4.5,did not cover,36.5,over,afternoon
231,DAL,9/17/23,-8.5,38.5,90,Sun,2,2,,NYJ,W 30-10,-8.5,covered,38.5,over,afternoon
232,NYJ,9/17/23,8.5,38.5,90,Sun,2,2,@,DAL,L 10-30,8.5,did not cover,38.5,over,afternoon
233,DEN,9/17/23,-4,38.5,81,Sun,2,2,,WAS,L 33-35,-4,did not cover,38.5,over,afternoon
234,WAS,9/17/23,4,38.5,81,Sun,2,2,@,DEN,W 35-33,4,covered,38.5,over,afternoon
235,LAR,9/17/23,7.5,44.5,71,Sun,2,2,,SFO,L 23-30,7.5,covered,44.5,over,afternoon
236,SFO,9/17/23,-7.5,44.5,71,Sun,2,2,@,LAR,W 30-23,-7.5,did not cover,44.5,over,afternoon
237,CHI,9/10/23,-1.5,41.5,75,Sun,1,1,,GNB,L 20-38,-1.5,did not cover,41.5,over,afternoon
238,GNB,9/10/23,1.5,41.5,75,Sun,1,1,@,CHI,W 38-20,1.5,covered,41.5,over,afternoon
239,DEN,9/10/23,-3,44,64,Sun,1,1,,LVR,L 16-17,-3,did not cover,44,under,afternoon
240,LVR,9/10/23,3,44,64,Sun,1,1,@,DEN,W 17-16,3,covered,44,under,afternoon
241,NWE,9/10/23,3.5,45,71,Sun,1,1,,PHI,L 20-25,3.5,did not cover,45,push,afternoon
242,PHI,9/10/23,-3.5,45,71,Sun,1,1,@,NWE,W 25-20,-3.5,covered,45,push,afternoon
243,MIA,9/10/23,3,50.5,90,Sun,1,1,@,LAC,W 36-34,3,covered,50.5,over,afternoon
244,LAC,9/10/23,-3,50.5,90,Sun,1,1,,MIA,L 34-36,-3,did not cover,50.5,over,afternoon
245,LAR,9/10/23,4.5,46.5,74,Sun,1,1,@,SEA,W 30-13,4.5,covered,46.5,under,afternoon
246,SEA,9/10/23,-4.5,46.5,74,Sun,1,1,,LAR,L 13-30,-4.5,did not cover,46.5,under,afternoon
247,DEN,1/8/23,-3,39.5,43,Sun,17,18,,LAC,W 31-28,-3,push,39.5,over,afternoon
248,LAC,1/8/23,3,39.5,43,Sun,17,18,@,DEN,L 28-31,3,push,39.5,over,afternoon
249,NYG,1/8/23,16,42,43,Sun,17,18,@,PHI,L 16-22,16,covered,42,under,afternoon
250,PHI,1/8/23,-16,42,43,Sun,17,18,,NYG,W 22-16,-16,did not cover,42,under,afternoon
251,LAR,1/8/23,6,41.5,45,Sun,17,18,@,SEA,L 16-19 (OT),6,covered,41.5,under,afternoon
252,SEA,1/8/23,-6,41.5,45,Sun,17,18,,LAR,W 19-16 (OT),-6,did not cover,41.5,under,afternoon
253,ARI,1/8/23,14,39.5,57,Sun,17,18,@,SFO,L 13-38,14,did not cover,39.5,over,afternoon
254,SFO,1/8/23,-14,39.5,57,Sun,17,18,,ARI,W 38-13,-14,covered,39.5,over,afternoon
255,DAL,1/8/23,-7,40,42,Sun,17,18,@,WAS,L 6-26,-7,did not cover,40,under,afternoon
256,WAS,1/8/23,7,40,42,Sun,17,18,,DAL,W 26-6,7,covered,40,under,afternoon
257,KAN,1/7/23,-9,52.5,55,Sat,17,18,@,LVR,W 31-13,-9,covered,52.5,under,afternoon
258,LVR,1/7/23,9,52.5,55,Sat,17,18,,KAN,L 13-31,9,did not cover,52.5,under,afternoon
259,GNB,1/1/23,-3,47.5,39,Sun,16,17,,MIN,W 41-17,-3,covered,47.5,over,afternoon
260,MIN,1/1/23,3,47.5,39,Sun,16,17,@,GNB,L 17-41,3,did not cover,47.5,over,afternoon
261,LVR,1/1/23,9.5,42.5,59,Sun,16,17,,SFO,L 34-37 (OT),9.5,covered,42.5,over,afternoon
262,SFO,1/1/23,-9.5,42.5,59,Sun,16,17,@,LVR,W 37-34 (OT),-9.5,did not cover,42.5,over,afternoon
263,LAR,1/1/23,6.5,41.5,62,Sun,16,17,@,LAC,L 10-31,6.5,did not cover,41.5,under,afternoon
264,LAC,1/1/23,-6.5,41.5,62,Sun,16,17,,LAR,W 31-10,-6.5,covered,41.5,under,afternoon
265,NYJ,1/1/23,-1.5,42.5,45,Sun,16,17,@,SEA,L 6-23,-1.5,did not cover,42.5,under,afternoon
266,SEA,1/1/23,1.5,42.5,45,Sun,16,17,,NYJ,W 23-6,1.5,covered,42.5,under,afternoon
267,DEN,12/25/22,-3,36.5,83,Sun,15,16,@,LAR,L 14-51,-3,did not cover,36.5,over,afternoon
268,LAR,12/25/22,3,36.5,83,Sun,15,16,,DEN,W 51-14,3,covered,36.5,over,afternoon
269,DAL,12/24/22,-4.5,47,35,Sat,15,16,,PHI,W 40-34,-4.5,covered,47,over,afternoon
270,PHI,12/24/22,4.5,47,35,Sat,15,16,@,DAL,L 34-40,4.5,did not cover,47,over,afternoon
271,SFO,12/24/22,-6.5,37.5,54,Sat,15,16,,WAS,W 37-20,-6.5,covered,37.5,over,afternoon
272,WAS,12/24/22,6.5,37.5,54,Sat,15,16,@,SFO,L 20-37,6.5,did not cover,37.5,over,afternoon
273,ARI,12/18/22,1.5,36.5,37,Sun,14,15,@,DEN,L 15-24,1.5,did not cover,36.5,over,afternoon
274,DEN,12/18/22,-1.5,36.5,37,Sun,14,15,,ARI,W 24-15,-1.5,covered,36.5,over,afternoon
275,NWE,12/18/22,1.5,45,53,Sun,14,15,@,LVR,L 24-30,1.5,did not cover,45,over,afternoon
276,LVR,12/18/22,-1.5,45,53,Sun,14,15,,NWE,W 30-24,-1.5,covered,45,over,afternoon
277,TEN,12/18/22,3,46.5,66,Sun,14,15,@,LAC,L 14-17,3,push,46.5,under,afternoon
278,LAC,12/18/22,-3,46.5,66,Sun,14,15,,TEN,W 17-14,-3,push,46.5,under,afternoon
279,CIN,12/18/22,-3.5,45,66,Sun,14,15,@,TAM,W 34-23,-3.5,covered,45,over,afternoon
280,TAM,12/18/22,3.5,45,66,Sun,14,15,,CIN,L 23-34,3.5,did not cover,45,over,afternoon
281,CLE,12/17/22,-3,38,34,Sat,14,15,,BAL,W 13-3,-3,covered,38,under,afternoon
282,BAL,12/17/22,3,38,34,Sat,14,15,@,CLE,L 3-13,3,did not cover,38,under,afternoon
283,DEN,12/11/22,8.5,44,55,Sun,13,14,,KAN,L 28-34,8.5,covered,44,over,afternoon
284,KAN,12/11/22,-8.5,44,55,Sun,13,14,@,DEN,W 34-28,-8.5,did not cover,44,over,afternoon
285,CAR,12/11/22,4,44.5,45,Sun,13,14,@,SEA,W 30-24,4,covered,44.5,over,afternoon
286,SEA,12/11/22,-4,44.5,45,Sun,13,14,,CAR,L 24-30,-4,did not cover,44.5,over,afternoon
287,SFO,12/11/22,-3.5,37.5,54,Sun,13,14,,TAM,W 35-7,-3.5,covered,37.5,over,afternoon
288,TAM,12/11/22,3.5,37.5,54,Sun,13,14,@,SFO,L 7-35,3.5,did not cover,37.5,over,afternoon
289,CIN,12/4/22,2.5,53,57,Sun,12,13,,KAN,W 27-24,2.5,covered,53,under,afternoon
290,KAN,12/4/22,-2.5,53,57,Sun,12,13,@,CIN,L 24-27,-2.5,did not cover,53,under,afternoon
291,LVR,12/4/22,-2.5,49.5,73,Sun,12,13,,LAC,W 27-20,-2.5,covered,49.5,under,afternoon
292,LAC,12/4/22,2.5,49.5,73,Sun,12,13,@,LVR,L 20-27,2.5,did not cover,49.5,under,afternoon
293,LAR,12/4/22,7,41,47,Sun,12,13,,SEA,L 23-27,7,covered,41,over,afternoon
294,SEA,12/4/22,-7,41,47,Sun,12,13,@,LAR,W 27-23,-7,did not cover,41,over,afternoon
295,MIA,12/4/22,4.5,45.5,58,Sun,12,13,@,SFO,L 17-33,4.5,did not cover,45.5,over,afternoon
296,SFO,12/4/22,-4.5,45.5,58,Sun,12,13,,MIA,W 33-17,-4.5,covered,45.5,over,afternoon
297,ARI,11/27/22,2.5,48.5,64,Sun,12,12,,LAC,L 24-25,2.5,covered,48.5,over,afternoon
298,LAC,11/27/22,-2.5,48.5,64,Sun,11,12,@,ARI,W 25-24,-2.5,did not cover,48.5,over,afternoon
299,KAN,11/27/22,-15.5,42,44,Sun,11,12,,LAR,W 26-10,-15.5,covered,42,under,afternoon
300,LAR,11/27/22,15.5,42,44,Sun,11,12,@,KAN,L 10-26,15.5,did not cover,42,under,afternoon
301,LVR,11/27/22,4,47.5,44,Sun,11,12,@,SEA,W 40-34 (OT),4,covered,47.5,over,afternoon
302,SEA,11/27/22,-4,47.5,44,Sun,11,12,,LVR,L 34-40 (OT),-4,did not cover,47.5,over,afternoon
303,NOR,11/27/22,9,43,59,Sun,12,12,@,SFO,L 0-13,9,did not cover,43,under,afternoon
304,SFO,11/27/22,-9,43,59,Sun,11,12,,NOR,W 13-0,-9,covered,43,under,afternoon
305,DAL,11/24/22,-10,45.5,57,Thu,11,12,,NYG,W 28-20,-10,did not cover,45.5,over,afternoon
306,NYG,11/24/22,10,45.5,57,Thu,11,12,@,DAL,L 20-28,10,covered,45.5,over,afternoon
307,DEN,11/20/22,-2.5,41,49,Sun,10,11,,LVR,L 16-22 (OT),-2.5,did not cover,41,under,afternoon
308,LVR,11/20/22,2.5,41,49,Sun,10,11,@,DEN,W 22-16 (OT),2.5,covered,41,under,afternoon
309,DAL,11/20/22,-1.5,48.5,29,Sun,10,11,@,MIN,W 40-3,-1.5,covered,48.5,under,afternoon
310,MIN,11/20/22,1.5,48.5,29,Sun,10,11,,DAL,L 3-40,1.5,did not cover,48.5,under,afternoon
311,CIN,11/20/22,-3.5,40,27,Sun,10,11,@,PIT,W 37-30,-3.5,covered,40,over,afternoon
312,PIT,11/20/22,3.5,40,27,Sun,10,11,,CIN,L 30-37,3.5,did not cover,40,over,afternoon
313,DAL,11/13/22,-4,44.5,33,Sun,9,10,@,GNB,L 28-31 (OT),-4,did not cover,44.5,over,afternoon
314,GNB,11/13/22,4,44.5,33,Sun,10,10,,DAL,W 31-28 (OT),4,covered,44.5,over,afternoon
315,IND,11/13/22,4,41,56,Sun,10,10,@,LVR,W 25-20,4,covered,41,over,afternoon
316,LVR,11/13/22,-4,41,56,Sun,9,10,,IND,L 20-25,-4,did not cover,41,over,afternoon
317,ARI,11/13/22,2.5,39.5,68,Sun,10,10,@,LAR,W 27-17,2.5,covered,39.5,over,afternoon
318,LAR,11/13/22,-2.5,39.5,68,Sun,9,10,,ARI,L 17-27,-2.5,did not cover,39.5,over,afternoon
319,ARI,11/6/22,-2,49,72,Sun,9,9,,SEA,L 21-31,-2,did not cover,49,over,afternoon
320,SEA,11/6/22,2,49,72,Sun,9,9,@,ARI,W 31-21,2,covered,49,over,afternoon
321,LAR,11/6/22,3,42.5,88,Sun,8,9,@,TAM,L 13-16,3,push,42.5,under,afternoon
322,TAM,11/6/22,-3,42.5,88,Sun,9,9,,LAR,W 16-13,-3,push,42.5,under,afternoon
323,IND,10/30/22,-3,39.5,58,Sun,8,8,,WAS,L 16-17,-3,did not cover,39.5,under,afternoon
324,WAS,10/30/22,3,39.5,58,Sun,8,8,@,IND,W 17-16,3,covered,39.5,under,afternoon
325,HOU,10/30/22,3.5,39,72,Sun,7,8,,TEN,L 10-17,3.5,did not cover,39,under,afternoon
326,TEN,10/30/22,-3.5,39,72,Sun,7,8,@,HOU,W 17-10,-3.5,covered,39,under,afternoon
327,LAR,10/30/22,-2.5,42,75,Sun,7,8,,SFO,L 14-31,-2.5,did not cover,42,over,afternoon
328,SFO,10/30/22,2.5,42,75,Sun,8,8,@,LAR,W 31-14,2.5,covered,42,over,afternoon
329,NYG,10/30/22,3,44.5,54,Sun,8,8,@,SEA,L 13-27,3,did not cover,44.5,under,afternoon
330,SEA,10/30/22,-3,44.5,54,Sun,8,8,,NYG,W 27-13,-3,covered,44.5,under,afternoon
331,HOU,10/23/22,7,46,63,Sun,6,7,@,LVR,L 20-38,7,did not cover,46,over,afternoon
332,LVR,10/23/22,-7,46,63,Sun,6,7,,HOU,W 38-20,-7,covered,46,over,afternoon
333,LAC,10/23/22,-4.5,50.5,73,Sun,7,7,,SEA,L 23-37,-4.5,did not cover,50.5,over,afternoon
334,SEA,10/23/22,4.5,50.5,73,Sun,7,7,@,LAC,W 37-23,4.5,covered,50.5,over,afternoon
335,KAN,10/23/22,-1,49,64,Sun,7,7,@,SFO,W 44-23,-1,covered,49,over,afternoon
336,SFO,10/23/22,1,49,64,Sun,7,7,,KAN,L 23-44,1,did not cover,49,over,afternoon
337,CAR,10/16/22,10,41.5,72,Sun,6,6,@,LAR,L 10-24,10,did not cover,41.5,under,afternoon
338,LAR,10/16/22,-10,41.5,72,Sun,6,6,,CAR,W 24-10,-10,covered,41.5,under,afternoon
339,ARI,10/16/22,-2.5,50.5,72,Sun,6,6,@,SEA,L 9-19,-2.5,did not cover,50.5,under,afternoon
340,SEA,10/16/22,2.5,50.5,72,Sun,6,6,,ARI,W 19-9,2.5,covered,50.5,under,afternoon
341,CAR,10/9/22,6.5,39.5,68,Sun,5,5,,SFO,L 15-37,6.5,did not cover,39.5,over,afternoon
342,SFO,10/9/22,-6.5,39.5,68,Sun,5,5,@,CAR,W 37-15,-6.5,covered,39.5,over,afternoon
343,ARI,10/9/22,5,49,0,Sun,5,5,,PHI,L 17-20,5,covered,49,under,afternoon
344,PHI,10/9/22,-5,49,0,Sun,5,5,@,ARI,W 20-17,-5,did not cover,49,under,afternoon
345,DAL,10/9/22,5.5,42,74,Sun,5,5,@,LAR,W 22-10,5.5,covered,42,under,afternoon
346,LAR,10/9/22,-5.5,42,74,Sun,5,5,,DAL,L 10-22,-5.5,did not cover,42,under,afternoon
347,CAR,10/2/22,-1,43.5,66,Sun,4,4,,ARI,L 16-26,-1,did not cover,43.5,under,afternoon
348,ARI,10/2/22,1,43.5,66,Sun,4,4,@,CAR,W 26-16,1,covered,43.5,under,afternoon
349,GNB,10/2/22,-9.5,40,66,Sun,4,4,,NWE,W 27-24 (OT),-9.5,did not cover,40,over,afternoon
350,NWE,10/2/22,9.5,40,66,Sun,4,4,@,GNB,L 24-27 (OT),9.5,covered,40,over,afternoon
351,DEN,10/2/22,2.5,45.5,91,Sun,4,4,@,LVR,L 23-32,2.5,did not cover,45.5,over,afternoon
352,LVR,10/2/22,-2.5,45.5,91,Sun,4,4,,DEN,W 32-23,-2.5,covered,45.5,over,afternoon
353,ARI,9/25/22,3.5,48.5,0,Sun,3,3,,LAR,L 12-20,3.5,did not cover,48.5,under,afternoon
354,LAR,9/25/22,-3.5,48.5,0,Sun,3,3,@,ARI,W 20-12,-3.5,covered,48.5,under,afternoon
355,JAX,9/25/22,3,42.5,81,Sun,3,3,@,LAC,W 38-10,3,covered,42.5,over,afternoon
356,LAC,9/25/22,-3,42.5,81,Sun,3,3,,JAX,L 10-38,-3,did not cover,42.5,over,afternoon
357,ATL,9/25/22,1,42,67,Sun,3,3,@,SEA,W 27-23,1,covered,42,over,afternoon
358,SEA,9/25/22,-1,42,67,Sun,3,3,,ATL,L 23-27,-1,did not cover,42,over,afternoon
359,GNB,9/25/22,1,42,88,Sun,3,3,@,TAM,W 14-12,1,covered,42,under,afternoon
360,TAM,9/25/22,-1,42,88,Sun,3,3,,GNB,L 12-14,-1,did not cover,42,under,afternoon
361,DEN,9/18/22,-10,45.5,77,Sun,2,2,,HOU,W 16-9,-10,did not cover,45.5,under,afternoon
362,HOU,9/18/22,10,45.5,77,Sun,2,2,@,DEN,L 9-16,10,covered,45.5,under,afternoon
363,ARI,9/18/22,5.5,51.5,90,Sun,2,2,@,LVR,W 29-23 (OT),5.5,covered,51.5,over,afternoon
364,LVR,9/18/22,-5.5,51.5,90,Sun,2,2,,ARI,L 23-29 (OT),-5.5,did not cover,51.5,over,afternoon
365,ATL,9/18/22,10,46.5,74,Sun,2,2,@,LAR,L 27-31,10,covered,46.5,over,afternoon
366,LAR,9/18/22,-10,46.5,74,Sun,2,2,,ATL,W 31-27,-10,did not cover,46.5,over,afternoon
367,ARI,9/11/22,6.5,54,0,Sun,1,1,,KAN,L 21-44,6.5,did not cover,54,over,afternoon
368,KAN,9/11/22,-6.5,54,0,Sun,1,1,@,ARI,W 44-21,-6.5,covered,54,over,afternoon
369,GNB,9/11/22,2.5,46,73,Sun,1,1,@,MIN,L 7-23,2.5,did not cover,46,under,afternoon
370,MIN,9/11/22,-2.5,46,73,Sun,1,1,,GNB,W 23-7,-2.5,covered,46,under,afternoon
371,NYG,9/11/22,5,44,75,Sun,1,1,@,TEN,W 21-20,5,covered,44,under,afternoon
372,TEN,9/11/22,-5,44,75,Sun,1,1,,NYG,L 20-21,-5,did not cover,44,under,afternoon
373,LVR,9/11/22,3.5,52.5,86,Sun,1,1,@,LAC,L 19-24,3.5,did not cover,52.5,under,afternoon
374,LAC,9/11/22,-3.5,52.5,86,Sun,1,1,,LVR,W 24-19,-3.5,covered,52.5,under,afternoon
375,BUF,1/9/22,-16.5,40.5,36,Sun,17,18,,NYJ,W 27-10,-16.5,covered,40.5,under,afternoon
376,NYJ,1/9/22,16.5,40.5,36,Sun,17,18,@,BUF,L 10-27,16.5,did not cover,40.5,under,afternoon
377,ARI,1/9/22,-5.5,48,70,Sun,17,18,,SEA,L 30-38,-5.5,did not cover,48,over,afternoon
378,SEA,1/9/22,5.5,48,70,Sun,17,18,@,ARI,W 38-30,5.5,covered,48,over,afternoon
379,LAR,1/9/22,-3.5,44.5,73,Sun,17,18,,SFO,L 24-27 (OT),-3.5,did not cover,44.5,over,afternoon
380,SFO,1/9/22,3.5,44.5,73,Sun,17,18,@,LAR,W 27-24 (OT),3.5,covered,44.5,over,afternoon
381,DEN,1/8/22,11,45,41,Sat,17,18,,KAN,L 24-28,11,covered,45,over,afternoon
382,KAN,1/8/22,-11,45,41,Sat,17,18,@,DEN,W 28-24,-11,did not cover,45,over,afternoon
383,ARI,1/2/22,6.5,52.5,38,Sun,16,17,@,DAL,W 25-22,6.5,covered,52.5,under,afternoon
384,DAL,1/2/22,-6.5,52.5,38,Sun,16,17,,ARI,L 22-25,-6.5,did not cover,52.5,under,afternoon
385,LAR,1/2/22,-6,46.5,59,Sun,16,17,@,BAL,W 20-19,-6,did not cover,46.5,under,afternoon
386,BAL,1/2/22,6,46.5,59,Sun,16,17,,LAR,L 19-20,6,covered,46.5,under,afternoon
387,DEN,1/2/22,7.5,45,63,Sun,16,17,@,LAC,L 13-34,7.5,did not cover,45,over,afternoon
388,LAC,1/2/22,-7.5,45,63,Sun,16,17,,DEN,W 34-13,-7.5,covered,45,over,afternoon
389,DET,1/2/22,7,41.5,37,Sun,16,17,@,SEA,L 29-51,7,did not cover,41.5,over,afternoon
390,SEA,1/2/22,-7,41.5,37,Sun,16,17,,DET,W 51-29,-7,covered,41.5,over,afternoon
391,HOU,1/2/22,12.5,43.5,50,Sun,16,17,@,SFO,L 7-23,12.5,did not cover,43.5,under,afternoon
392,SFO,1/2/22,-12.5,43.5,50,Sun,16,17,,HOU,W 23-7,-12.5,covered,43.5,under,afternoon
393,KAN,12/26/21,-12.5,46.5,60,Sun,15,16,,PIT,W 36-10,-12.5,covered,46.5,under,afternoon
394,PIT,12/26/21,12.5,46.5,60,Sun,15,16,@,KAN,L 10-36,12.5,did not cover,46.5,under,afternoon
395,DEN,12/26/21,0,41,53,Sun,15,16,@,LVR,L 13-17,0,did not cover,41,under,afternoon
396,LVR,12/26/21,0,41,53,Sun,15,16,,DEN,W 17-13,0,covered,41,under,afternoon
397,CHI,12/26/21,6.5,41.5,25,Sun,15,16,@,SEA,W 25-24,6.5,covered,41.5,over,afternoon
398,SEA,12/26/21,-6.5,41.5,25,Sun,15,16,,CHI,L 24-25,-6.5,did not cover,41.5,over,afternoon
399,CLE,12/25/21,7.5,46.5,35,Sat,15,16,@,GNB,L 22-24,7.5,covered,46.5,under,afternoon
400,GNB,12/25/21,-7.5,46.5,35,Sat,15,16,,CLE,W 24-22,-7.5,did not cover,46.5,under,afternoon
401,CLE,12/20/21,-3,41,40,Mon,14,15,,LVR,L 14-16,-3,did not cover,41,under,afternoon
402,LVR,12/20/21,3,41,40,Mon,14,15,@,CLE,W 16-14,3,covered,41,under,afternoon
403,CIN,12/19/21,3,44,61,Sun,14,15,@,DEN,W 15-10,3,covered,44,under,afternoon
404,DEN,12/19/21,-3,44,61,Sun,14,15,,CIN,L 10-15,-3,did not cover,44,under,afternoon
405,ATL,12/19/21,8.5,48,46,Sun,14,15,@,SFO,L 13-31,8.5,did not cover,48,under,afternoon
406,SFO,12/19/21,-8.5,48,46,Sun,14,15,,ATL,W 31-13,-8.5,covered,48,under,afternoon
407,DEN,12/12/21,-11,42,63,Sun,13,14,,DET,W 38-10,-11,covered,42,over,afternoon
408,DET,12/12/21,11,42,63,Sun,13,14,@,DEN,L 10-38,11,did not cover,42,over,afternoon
409,NYG,12/12/21,9,43,63,Sun,13,14,@,LAC,L 21-37,9,did not cover,43,over,afternoon
410,LAC,12/12/21,-9,43,63,Sun,13,14,,NYG,W 37-21,-9,covered,43,over,afternoon
411,BUF,12/12/21,3.5,54.5,82,Sun,13,14,@,TAM,L 27-33 (OT),3.5,did not cover,54.5,over,afternoon
412,TAM,12/12/21,-3.5,54.5,82,Sun,13,14,,BUF,W 33-27 (OT),-3.5,covered,54.5,over,afternoon
413,PIT,12/5/21,4.5,44,50,Sun,12,13,,BAL,W 20-19,4.5,covered,44,under,afternoon
414,BAL,12/5/21,-4.5,44,50,Sun,12,13,@,PIT,L 19-20,-4.5,did not cover,44,under,afternoon
415,LVR,12/5/21,-1.5,48,70,Sun,12,13,,WAS,L 15-17,-1.5,did not cover,48,under,afternoon
416,WAS,12/5/21,1.5,48,70,Sun,12,13,@,LVR,W 17-15,1.5,covered,48,under,afternoon
417,JAX,12/5/21,13,48,59,Sun,12,13,@,LAR,L 7-37,13,did not cover,48,under,afternoon
418,LAR,12/5/21,-13,48,59,Sun,12,13,,JAX,W 37-7,-13,covered,48,under,afternoon
419,SEA,12/5/21,3.5,45.5,41,Sun,12,13,,SFO,W 30-23,3.5,covered,45.5,over,afternoon
420,SFO,12/5/21,-3.5,45.5,41,Sun,12,13,@,SEA,L 23-30,-3.5,did not cover,45.5,over,afternoon
421,DEN,11/28/21,3,47,62,Sun,11,12,,LAC,W 28-13,3,covered,47,under,afternoon
422,LAC,11/28/21,-3,47,62,Sun,11,12,@,DEN,L 13-28,-3,did not cover,47,under,afternoon
423,GNB,11/28/21,2,46.5,37,Sun,12,12,,LAR,W 36-28,2,covered,46.5,over,afternoon
424,LAR,11/28/21,-2,46.5,37,Sun,11,12,@,GNB,L 28-36,-2,did not cover,46.5,over,afternoon
425,MIN,11/28/21,3.5,49,68,Sun,11,12,@,SFO,L 26-34,3.5,did not cover,49,over,afternoon
426,SFO,11/28/21,-3.5,49,68,Sun,11,12,,MIN,W 34-26,-3.5,covered,49,over,afternoon
