Rk,Team,Date,Spread,Over/Under,Temperature,Day,G#,Week,,Opp,Result,Spread,vs. Line,Over/Under,OU Result,after_bye
339,CHI,10/13/22,1,38,46,Thu,6,6,,WAS,L 7-12,1,did not cover,38,under,0
340,WAS,10/13/22,-1,38,46,Thu,6,6,@,CHI,W 12-7,-1,covered,38,under,0
341,KAN,10/10/22,-7,51.5,77,Mon,5,5,,LVR,W 30-29,-7,did not cover,51.5,over,0
342,LVR,10/10/22,7,51.5,77,Mon,5,5,@,KAN,L 29-30,7,covered,51.5,over,0
343,ATL,10/9/22,10,46.5,83,Sun,5,5,@,TAM,L 15-21,10,covered,46.5,under,0
344,BUF,10/9/22,-14,45.5,55,Sun,5,5,,PIT,W 38-3,-14,covered,45.5,under,0
345,CAR,10/9/22,6.5,39.5,68,Sun,5,5,,SFO,L 15-37,6.5,did not cover,39.5,over,0
346,CHI,10/9/22,7.5,44,59,Sun,5,5,@,MIN,L 22-29,7.5,covered,44,over,0
347,CIN,10/9/22,3.5,47.5,60,Sun,5,5,@,BAL,L 17-19,3.5,covered,47.5,under,0
348,CLE,10/9/22,1,47,59,Sun,5,5,,LAC,L 28-30,1,did not cover,47,over,0
349,ARI,10/9/22,5,49,0,Sun,5,5,,PHI,L 17-20,5,covered,49,under,0
350,DAL,10/9/22,5.5,42,74,Sun,5,5,@,LAR,W 22-10,5.5,covered,42,under,0
351,DET,10/9/22,3,45.5,58,Sun,5,5,@,NWE,L 0-29,3,did not cover,45.5,under,0
352,GNB,10/9/22,-8,41.5,64,Sun,5,5,,NYG,L 22-27,-8,did not cover,41.5,over,0
353,HOU,10/9/22,7,43.5,80,Sun,5,5,@,JAX,W 13-6,7,covered,43.5,under,0
354,JAX,10/9/22,-7,43.5,80,Sun,5,5,,HOU,L 6-13,-7,did not cover,43.5,under,0
355,MIA,10/9/22,-3.5,45,63,Sun,5,5,@,NYJ,L 17-40,-3.5,did not cover,45,over,0
356,MIN,10/9/22,-7.5,44,59,Sun,5,5,,CHI,W 29-22,-7.5,did not cover,44,over,0
357,NOR,10/9/22,-5,45,71,Sun,5,5,,SEA,W 39-32,-5,covered,45,over,0
358,NWE,10/9/22,-3,45.5,58,Sun,5,5,,DET,W 29-0,-3,covered,45.5,under,0
359,NYG,10/9/22,8,41.5,64,Sun,5,5,@,GNB,W 27-22,8,covered,41.5,over,0
360,NYJ,10/9/22,3.5,45,63,Sun,5,5,,MIA,W 40-17,3.5,covered,45,over,0
361,TEN,10/9/22,-2,43,61,Sun,5,5,@,WAS,W 21-17,-2,covered,43,under,0
362,PHI,10/9/22,-5,49,0,Sun,5,5,@,ARI,W 20-17,-5,did not cover,49,under,0
363,PIT,10/9/22,14,45.5,55,Sun,5,5,@,BUF,L 3-38,14,did not cover,45.5,under,0
364,LAR,10/9/22,-5.5,42,74,Sun,5,5,,DAL,L 10-22,-5.5,did not cover,42,under,0
365,BAL,10/9/22,-3.5,47.5,60,Sun,5,5,,CIN,W 19-17,-3.5,did not cover,47.5,under,0
366,LAC,10/9/22,-1,47,59,Sun,5,5,@,CLE,W 30-28,-1,covered,47,over,0
367,SEA,10/9/22,5,45,71,Sun,5,5,@,NOR,L 32-39,5,did not cover,45,over,0
368,SFO,10/9/22,-6.5,39.5,68,Sun,5,5,@,CAR,W 37-15,-6.5,covered,39.5,over,0
369,TAM,10/9/22,-10,46.5,83,Sun,5,5,,ATL,W 21-15,-10,did not cover,46.5,under,0
370,WAS,10/9/22,2,43,61,Sun,5,5,,TEN,L 17-21,2,did not cover,43,under,0
371,IND,10/6/22,3,42,69,Thu,5,5,@,DEN,W 12-9 (OT),3,covered,42,under,0
372,DEN,10/6/22,-3,42,69,Thu,5,5,,IND,L 9-12 (OT),-3,did not cover,42,under,0
373,LAR,10/3/22,1.5,42.5,73,Mon,4,4,@,SFO,L 9-24,1.5,did not cover,42.5,under,0
374,SFO,10/3/22,-1.5,42.5,73,Mon,4,4,,LAR,W 24-9,-1.5,covered,42.5,under,0
375,ATL,10/2/22,1,47.5,68,Sun,4,4,,CLE,W 23-20,1,covered,47.5,under,0
376,BUF,10/2/22,-3,51,58,Sun,4,4,@,BAL,W 23-20,-3,push,51,under,0
377,CAR,10/2/22,-1,43.5,66,Sun,4,4,,ARI,L 16-26,-1,did not cover,43.5,under,0
378,CHI,10/2/22,3,39,59,Sun,4,4,@,NYG,L 12-20,3,did not cover,39,under,0
379,CLE,10/2/22,-1,47.5,68,Sun,4,4,@,ATL,L 20-23,-1,did not cover,47.5,under,0
380,IND,10/2/22,-3.5,43,62,Sun,4,4,,TEN,L 17-24,-3.5,did not cover,43,under,0
381,ARI,10/2/22,1,43.5,66,Sun,4,4,@,CAR,W 26-16,1,covered,43.5,under,0
382,DAL,10/2/22,-3,41.5,74,Sun,4,4,,WAS,W 25-10,-3,covered,41.5,under,0
383,DEN,10/2/22,2.5,45.5,91,Sun,4,4,@,LVR,L 23-32,2.5,did not cover,45.5,over,0
384,DET,10/2/22,-3.5,48,62,Sun,4,4,,SEA,L 45-48,-3.5,did not cover,48,over,0
385,GNB,10/2/22,-9.5,40,66,Sun,4,4,,NWE,W 27-24 (OT),-9.5,did not cover,40,over,0
386,HOU,10/2/22,6,45,78,Sun,4,4,,LAC,L 24-34,6,did not cover,45,over,0
387,JAX,10/2/22,6.5,45.5,57,Sun,4,4,@,PHI,L 21-29,6.5,did not cover,45.5,over,0
388,KAN,10/2/22,1,46,75,Sun,4,4,@,TAM,W 41-31,1,covered,46,over,0
389,MIN,10/2/22,-3.5,42,64,Sun,4,4,@,NOR,W 28-25,-3.5,did not cover,42,over,0
390,NOR,10/2/22,3.5,42,64,Sun,4,4,,MIN,L 25-28,3.5,covered,42,over,0
391,NWE,10/2/22,9.5,40,66,Sun,4,4,@,GNB,L 24-27 (OT),9.5,covered,40,over,0
392,NYG,10/2/22,-3,39,59,Sun,4,4,,CHI,W 20-12,-3,covered,39,under,0
393,NYJ,10/2/22,3.5,41.5,57,Sun,4,4,@,PIT,W 24-20,3.5,covered,41.5,over,0
394,TEN,10/2/22,3.5,43,62,Sun,4,4,@,IND,W 24-17,3.5,covered,43,under,0
395,PHI,10/2/22,-6.5,45.5,57,Sun,4,4,,JAX,W 29-21,-6.5,covered,45.5,over,0
396,PIT,10/2/22,-3.5,41.5,57,Sun,4,4,,NYJ,L 20-24,-3.5,did not cover,41.5,over,0
397,LVR,10/2/22,-2.5,45.5,91,Sun,4,4,,DEN,W 32-23,-2.5,covered,45.5,over,0
398,BAL,10/2/22,3,51,58,Sun,4,4,,BUF,L 20-23,3,push,51,under,0
399,LAC,10/2/22,-6,45,78,Sun,4,4,@,HOU,W 34-24,-6,covered,45,over,0
400,SEA,10/2/22,3.5,48,62,Sun,4,4,@,DET,W 48-45,3.5,covered,48,over,0
401,TAM,10/2/22,-1,46,75,Sun,4,4,,KAN,L 31-41,-1,did not cover,46,over,0
402,WAS,10/2/22,3,41.5,74,Sun,4,4,@,DAL,L 10-25,3,did not cover,41.5,under,0
403,CIN,9/29/22,-3.5,47.5,63,Thu,4,4,,MIA,W 27-15,-3.5,covered,47.5,under,0
404,MIA,9/29/22,3.5,47.5,63,Thu,4,4,@,CIN,L 15-27,3.5,did not cover,47.5,under,0
405,DAL,9/26/22,1,39,66,Mon,3,3,@,NYG,W 23-16,1,covered,39,push,0
406,NYG,9/26/22,-1,39,66,Mon,3,3,,DAL,L 16-23,-1,did not cover,39,push,0
407,ATL,9/25/22,1,42,67,Sun,3,3,@,SEA,W 27-23,1,covered,42,over,0
408,BUF,9/25/22,-4.5,53,89,Sun,3,3,@,MIA,L 19-21,-4.5,did not cover,53,under,0
409,CAR,9/25/22,2.5,41,68,Sun,3,3,,NOR,W 22-14,2.5,covered,41,under,0
410,CHI,9/25/22,-3,39,66,Sun,3,3,,HOU,W 23-20,-3,push,39,over,0
411,CIN,9/25/22,-6,45,66,Sun,3,3,@,NYJ,W 27-12,-6,covered,45,under,0
412,IND,9/25/22,5.5,51,65,Sun,3,3,,KAN,W 20-17,5.5,covered,51,under,0
413,ARI,9/25/22,3.5,48.5,0,Sun,3,3,,LAR,L 12-20,3.5,did not cover,48.5,under,0
414,DEN,9/25/22,1.5,44.5,73,Sun,3,3,,SFO,W 11-10,1.5,covered,44.5,under,0
415,DET,9/25/22,6,52.5,65,Sun,3,3,@,MIN,L 24-28,6,covered,52.5,under,0
416,GNB,9/25/22,1,42,88,Sun,3,3,@,TAM,W 14-12,1,covered,42,under,0
417,HOU,9/25/22,3,39,66,Sun,3,3,@,CHI,L 20-23,3,push,39,over,0
418,JAX,9/25/22,3,42.5,81,Sun,3,3,@,LAC,W 38-10,3,covered,42.5,over,0
419,KAN,9/25/22,-5.5,51,65,Sun,3,3,@,IND,L 17-20,-5.5,did not cover,51,under,0
420,MIA,9/25/22,4.5,53,89,Sun,3,3,,BUF,W 21-19,4.5,covered,53,under,0
421,MIN,9/25/22,-6,52.5,65,Sun,3,3,,DET,W 28-24,-6,did not cover,52.5,under,0
422,NOR,9/25/22,-2.5,41,68,Sun,3,3,@,CAR,L 14-22,-2.5,did not cover,41,under,0
423,NWE,9/25/22,2.5,44,66,Sun,3,3,,BAL,L 26-37,2.5,did not cover,44,over,0
424,NYJ,9/25/22,6,45,66,Sun,3,3,,CIN,L 12-27,6,did not cover,45,under,0
425,TEN,9/25/22,2,45.5,77,Sun,3,3,,LVR,W 24-22,2,covered,45.5,over,0
426,PHI,9/25/22,-6,47.5,72,Sun,3,3,@,WAS,W 24-8,-6,covered,47.5,under,0
427,LVR,9/25/22,-2,45.5,77,Sun,3,3,@,TEN,L 22-24,-2,did not cover,45.5,over,0
428,LAR,9/25/22,-3.5,48.5,0,Sun,3,3,@,ARI,W 20-12,-3.5,covered,48.5,under,0
429,BAL,9/25/22,-2.5,44,66,Sun,3,3,@,NWE,W 37-26,-2.5,covered,44,over,0
430,LAC,9/25/22,-3,42.5,81,Sun,3,3,,JAX,L 10-38,-3,did not cover,42.5,over,0
431,SEA,9/25/22,-1,42,67,Sun,3,3,,ATL,L 23-27,-1,did not cover,42,over,0
432,SFO,9/25/22,-1.5,44.5,73,Sun,3,3,@,DEN,L 10-11,-1.5,did not cover,44.5,under,0
433,TAM,9/25/22,-1,42,88,Sun,3,3,,GNB,L 12-14,-1,did not cover,42,under,0
434,WAS,9/25/22,6,47.5,72,Sun,3,3,,PHI,L 8-24,6,did not cover,47.5,under,0
435,CLE,9/22/22,-4.5,38.5,60,Thu,3,3,,PIT,W 29-17,-4.5,covered,38.5,over,0
436,PIT,9/22/22,4.5,38.5,60,Thu,3,3,@,CLE,L 17-29,4.5,did not cover,38.5,over,0
437,BUF,9/19/22,-10,47.5,70,Mon,2,2,,TEN,W 41-7,-10,covered,47.5,over,0
438,MIN,9/19/22,2.5,50.5,76,Mon,2,2,@,PHI,L 7-24,2.5,did not cover,50.5,under,0
439,TEN,9/19/22,10,47.5,70,Mon,2,2,@,BUF,L 7-41,10,did not cover,47.5,over,0
440,PHI,9/19/22,-2.5,50.5,76,Mon,2,2,,MIN,W 24-7,-2.5,covered,50.5,under,0
441,ATL,9/18/22,10,46.5,74,Sun,2,2,@,LAR,L 27-31,10,covered,46.5,over,0
442,CAR,9/18/22,2,43.5,73,Sun,2,2,@,NYG,L 16-19,2,did not cover,43.5,under,0
443,CHI,9/18/22,10,41.5,73,Sun,2,2,@,GNB,L 10-27,10,did not cover,41.5,under,0
444,CLE,9/18/22,-6.5,39.5,80,Sun,2,2,,NYJ,L 30-31,-6.5,did not cover,39.5,over,0
445,ARI,9/18/22,5.5,51.5,90,Sun,2,2,@,LVR,W 29-23 (OT),5.5,covered,51.5,over,0
446,DEN,9/18/22,-10,45.5,77,Sun,2,2,,HOU,W 16-9,-10,did not cover,45.5,under,0
447,DET,9/18/22,-1.5,48.5,68,Sun,2,2,,WAS,W 36-27,-1.5,covered,48.5,over,0
448,GNB,9/18/22,-10,41.5,73,Sun,2,2,,CHI,W 27-10,-10,covered,41.5,under,0
449,HOU,9/18/22,10,45.5,77,Sun,2,2,@,DEN,L 9-16,10,covered,45.5,under,0
450,MIA,9/18/22,3.5,44.5,82,Sun,2,2,@,BAL,W 42-38,3.5,covered,44.5,over,0
451,NOR,9/18/22,2.5,44,85,Sun,2,2,,TAM,L 10-20,2.5,did not cover,44,under,0
452,NWE,9/18/22,-2.5,40.5,81,Sun,2,2,@,PIT,W 17-14,-2.5,covered,40.5,under,0
453,NYG,9/18/22,-2,43.5,73,Sun,2,2,,CAR,W 19-16,-2,covered,43.5,under,0
454,NYJ,9/18/22,6.5,39.5,80,Sun,2,2,@,CLE,W 31-30,6.5,covered,39.5,over,0
455,PIT,9/18/22,2.5,40.5,81,Sun,2,2,,NWE,L 14-17,2.5,did not cover,40.5,under,0
456,LVR,9/18/22,-5.5,51.5,90,Sun,2,2,,ARI,L 23-29 (OT),-5.5,did not cover,51.5,over,0
457,LAR,9/18/22,-10,46.5,74,Sun,2,2,,ATL,W 31-27,-10,did not cover,46.5,over,0
458,BAL,9/18/22,-3.5,44.5,82,Sun,2,2,,MIA,L 38-42,-3.5,did not cover,44.5,over,0
459,TAM,9/18/22,-2.5,44,85,Sun,2,2,@,NOR,W 20-10,-2.5,covered,44,under,0
460,WAS,9/18/22,1.5,48.5,68,Sun,2,2,@,DET,L 27-36,1.5,did not cover,48.5,over,0
461,DEN,9/12/22,-6.5,44.5,74,Mon,1,1,@,SEA,L 16-17,-6.5,did not cover,44.5,under,0
462,SEA,9/12/22,6.5,44.5,74,Mon,1,1,,DEN,W 17-16,6.5,covered,44.5,under,0
463,ATL,9/11/22,5.5,43.5,80,Sun,1,1,,NOR,L 26-27,5.5,covered,43.5,over,0
464,CAR,9/11/22,-1.5,42,80,Sun,1,1,,CLE,L 24-26,-1.5,did not cover,42,over,0
465,CHI,9/11/22,6,38,69,Sun,1,1,,SFO,W 19-10,6,covered,38,under,0
466,CIN,9/11/22,-7,44,76,Sun,1,1,,PIT,L 20-23 (OT),-7,did not cover,44,under,0
467,CLE,9/11/22,1.5,42,80,Sun,1,1,@,CAR,W 26-24,1.5,covered,42,over,0
468,IND,9/11/22,-7,45.5,88,Sun,1,1,@,HOU,T 20-20 (OT),-7,did not cover,45.5,under,0
469,ARI,9/11/22,6.5,54,0,Sun,1,1,,KAN,L 21-44,6.5,did not cover,54,over,0
470,DAL,9/11/22,2,50,81,Sun,1,1,,TAM,L 3-19,2,did not cover,50,under,0
471,DET,9/11/22,6,48.5,68,Sun,1,1,,PHI,L 35-38,6,covered,48.5,over,0
472,GNB,9/11/22,2.5,46,73,Sun,1,1,@,MIN,L 7-23,2.5,did not cover,46,under,0
473,HOU,9/11/22,7,45.5,88,Sun,1,1,,IND,T 20-20 (OT),7,covered,45.5,under,0
474,JAX,9/11/22,3,43,74,Sun,1,1,@,WAS,L 22-28,3,did not cover,43,over,0
475,KAN,9/11/22,-6.5,54,0,Sun,1,1,@,ARI,W 44-21,-6.5,covered,54,over,0
476,MIA,9/11/22,-3,46,92,Sun,1,1,,NWE,W 20-7,-3,covered,46,under,0
477,MIN,9/11/22,-2.5,46,73,Sun,1,1,,GNB,W 23-7,-2.5,covered,46,under,0
478,NOR,9/11/22,-5.5,43.5,80,Sun,1,1,@,ATL,W 27-26,-5.5,did not cover,43.5,over,0
479,NWE,9/11/22,3,46,92,Sun,1,1,@,MIA,L 7-20,3,did not cover,46,under,0
480,NYG,9/11/22,5,44,75,Sun,1,1,@,TEN,W 21-20,5,covered,44,under,0
481,NYJ,9/11/22,6.5,44,73,Sun,1,1,,BAL,L 9-24,6.5,did not cover,44,under,0
482,TEN,9/11/22,-5,44,75,Sun,1,1,,NYG,L 20-21,-5,did not cover,44,under,0
483,PHI,9/11/22,-6,48.5,68,Sun,1,1,@,DET,W 38-35,-6,did not cover,48.5,over,0
484,PIT,9/11/22,7,44,76,Sun,1,1,@,CIN,W 23-20 (OT),7,covered,44,under,0
485,LVR,9/11/22,3.5,52.5,86,Sun,1,1,@,LAC,L 19-24,3.5,did not cover,52.5,under,0
486,BAL,9/11/22,-6.5,44,73,Sun,1,1,@,NYJ,W 24-9,-6.5,covered,44,under,0
487,LAC,9/11/22,-3.5,52.5,86,Sun,1,1,,LVR,W 24-19,-3.5,covered,52.5,under,0
488,SFO,9/11/22,-6,38,69,Sun,1,1,@,CHI,L 10-19,-6,did not cover,38,under,0
489,TAM,9/11/22,-2,50,81,Sun,1,1,@,DAL,W 19-3,-2,covered,50,under,0
490,WAS,9/11/22,-3,43,74,Sun,1,1,,JAX,W 28-22,-3,covered,43,over,0
491,BUF,9/8/22,-2.5,52,88,Thu,1,1,@,LAR,W 31-10,-2.5,covered,52,under,0
492,LAR,9/8/22,2.5,52,88,Thu,1,1,,BUF,L 10-31,2.5,did not cover,52,under,0
1,BUF,1/8/23,-7.5,43.5,30,Sun,16,18,,NWE,W 35-23,-7.5,covered,43.5,over,1
2,CIN,1/8/23,-9,39.5,38,Sun,16,18,,BAL,W 27-16,-9,covered,39.5,over,1
3,GNB,12/19/22,-7,39.5,15,Mon,14,15,,LAR,W 24-12,-7,covered,39.5,under,1
4,WAS,12/18/22,-4.5,40.5,35,Sun,14,15,,NYG,L 12-20,-4.5,did not cover,40.5,under,1
5,CHI,12/18/22,8.5,48.5,17,Sun,14,15,,PHI,L 20-25,8.5,covered,48.5,under,1
6,NOR,12/18/22,-4,43.5,49,Sun,14,15,,ATL,W 21-18,-4,did not cover,43.5,under,1
7,ATL,12/18/22,4,43.5,49,Sun,14,15,@,NOR,L 18-21,4,covered,43.5,under,1
8,IND,12/17/22,3.5,47.5,19,Sat,14,15,@,MIN,L 36-39 (OT),3.5,covered,47.5,over,1
9,ARI,12/12/22,1.5,43.5,54,Mon,13,14,,NWE,L 13-27,1.5,did not cover,43.5,under,1
10,CAR,12/11/22,4,44.5,45,Sun,13,14,@,SEA,W 30-24,4,covered,44.5,over,1
11,MIA,11/27/22,-14,47,84,Sun,11,12,,HOU,W 30-15,-14,covered,47,under,1
12,TAM,11/27/22,-3,42,56,Sun,11,12,@,CLE,L 17-23 (OT),-3,did not cover,42,under,1
13,SEA,11/27/22,-4,47.5,44,Sun,11,12,,LVR,L 34-40 (OT),-4,did not cover,47.5,over,1
14,JAX,11/27/22,3.5,43,77,Sun,11,12,,BAL,W 28-27,3.5,covered,43,over,1
15,CIN,11/20/22,-3.5,40,27,Sun,10,11,@,PIT,W 37-30,-3.5,covered,40,over,1
16,NWE,11/20/22,-3.5,38,42,Sun,10,11,,NYJ,W 10-3,-3.5,covered,38,under,1
17,NYJ,11/20/22,3.5,38,42,Sun,10,11,@,NWE,L 3-10,3.5,did not cover,38,under,1
18,BAL,11/20/22,-13,41.5,36,Sun,10,11,,CAR,W 13-3,-13,did not cover,41.5,under,1
19,DEN,11/13/22,2.5,39,36,Sun,9,10,@,TEN,L 10-17,2.5,did not cover,39,under,1
20,DAL,11/13/22,-4,44.5,33,Sun,9,10,@,GNB,L 28-31 (OT),-4,did not cover,44.5,over,1
21,NYG,11/13/22,-4.5,41,50,Sun,9,10,,HOU,W 24-16,-4.5,covered,41,under,1
22,SFO,11/13/22,-7.5,45,57,Sun,9,10,,LAC,W 22-16,-7.5,did not cover,45,under,1
23,CLE,11/13/22,3.5,49.5,85,Sun,9,10,@,MIA,L 17-39,3.5,did not cover,49.5,over,1
24,PIT,11/13/22,1,40,37,Sun,9,10,,NOR,W 20-10,1,covered,40,under,1
25,KAN,11/6/22,-12.5,45.5,54,Sun,8,9,,TEN,W 20-17 (OT),-12.5,did not cover,45.5,under,1
26,LAC,11/6/22,-3,49.5,78,Sun,8,9,@,ATL,W 20-17,-3,push,49.5,under,1
27,PHI,10/30/22,-10.5,43,61,Sun,7,8,,PIT,W 35-13,-10.5,covered,43,over,1
28,BUF,10/30/22,-10.5,47,50,Sun,7,8,,GNB,W 27-17,-10.5,did not cover,47,under,1
29,LAR,10/30/22,-2.5,42,75,Sun,7,8,,SFO,L 14-31,-2.5,did not cover,42,over,1
30,MIN,10/30/22,-3.5,48.5,56,Sun,7,8,,ARI,W 34-26,-3.5,covered,48.5,over,1
31,LVR,10/23/22,-7,46,63,Sun,6,7,,HOU,W 38-20,-7,covered,46,over,1
32,HOU,10/23/22,7,46,63,Sun,6,7,@,LVR,L 20-38,7,did not cover,46,over,1
33,TEN,10/23/22,-2.5,41.5,74,Sun,6,7,,IND,W 19-10,-2.5,covered,41.5,under,1
34,DET,10/23/22,6.5,49,80,Sun,6,7,@,DAL,L 6-24,6.5,did not cover,49,under,1
1,PHI,12/21/21,-6.5,42,42,Tue,14,15,,WAS,W 27-17,-6.5,covered,42,over,1
2,MIA,12/19/21,-10,42,82,Sun,14,15,,NYJ,W 31-24,-10,did not cover,42,over,1
3,NWE,12/18/21,2.5,45.5,36,Sat,14,15,@,IND,L 17-27,2.5,did not cover,45.5,under,1
4,IND,12/18/21,-2.5,45.5,36,Sat,14,15,,NWE,W 27-17,-2.5,covered,45.5,under,1
5,CAR,12/12/21,-2.5,41,48,Sun,13,14,,ATL,L 21-29,-2.5,did not cover,41,over,1
6,CLE,12/12/21,-3,42.5,46,Sun,13,14,,BAL,W 24-22,-3,did not cover,42.5,over,1
7,GNB,12/12/21,-11.5,43,36,Sun,13,14,,CHI,W 45-30,-11.5,covered,43,over,1
8,TEN,12/12/21,-8.5,43.5,45,Sun,13,14,,JAX,W 20-0,-8.5,covered,43.5,under,1
9,ARI,12/5/21,-7.5,42,34,Sun,12,13,@,CHI,W 33-22,-7.5,covered,42,over,1
10,KAN,12/5/21,-9.5,47,58,Sun,12,13,,DEN,W 22-9,-9.5,covered,47,under,1
11,DEN,11/28/21,3,47,62,Sun,11,12,,LAC,W 28-13,3,covered,47,under,1
12,LAR,11/28/21,-2,46.5,37,Sun,11,12,@,GNB,L 28-36,-2,did not cover,46.5,over,1
13,NYG,11/22/21,11,50,68,Mon,10,11,@,TAM,L 10-30,11,did not cover,50,under,1
14,CIN,11/21/21,-1,50.5,65,Sun,10,11,@,LVR,W 32-13,-1,covered,50.5,under,1
15,HOU,11/21/21,10,44.5,59,Sun,10,11,@,TEN,W 22-13,10,covered,44.5,under,1
16,CHI,11/21/21,5,43.5,46,Sun,10,11,,BAL,L 13-16,5,covered,43.5,under,1
17,SEA,11/14/21,3.5,49.5,35,Sun,9,10,@,GNB,L 0-17,3.5,did not cover,49.5,under,1
18,TAM,11/14/21,-9.5,51,47,Sun,9,10,@,WAS,L 19-29,-9.5,did not cover,51,under,1
19,DET,11/14/21,6,41,37,Sun,9,10,@,PIT,T 16-16 (OT),6,covered,41,under,1
20,WAS,11/14/21,9.5,51,47,Sun,9,10,,TAM,W 29-19,9.5,covered,51,under,1
21,BAL,11/7/21,-6,50.5,56,Sun,8,9,,MIN,W 34-31 (OT),-6,did not cover,50.5,over,1
22,LVR,11/7/21,-3,46.5,54,Sun,8,9,@,NYG,L 16-23,-3,did not cover,46.5,under,1
23,PIT,10/31/21,4.5,43,57,Sun,7,8,@,CLE,W 15-10,4.5,covered,43,under,1
24,MIN,10/31/21,-3,51.5,42,Sun,7,8,,DAL,L 16-20,-3,did not cover,51.5,under,1
25,LAC,10/31/21,-4.5,49.5,64,Sun,7,8,,NWE,L 24-27,-4.5,did not cover,49.5,over,1
26,BUF,10/31/21,-14,49,54,Sun,7,8,,MIA,W 26-11,-14,covered,49,under,1
27,DAL,10/31/21,3,51.5,42,Sun,7,8,@,MIN,W 20-16,3,covered,51.5,under,1
28,JAX,10/31/21,3.5,44.5,54,Sun,7,8,@,SEA,L 7-31,3.5,did not cover,44.5,under,1
29,NOR,10/25/21,-4.5,42.5,54,Mon,6,7,@,SEA,W 13-10,-4.5,did not cover,42.5,under,1
30,ATL,10/24/21,-2,47.5,85,Sun,6,7,@,MIA,W 30-28,-2,push,47.5,over,1
31,NYJ,10/24/21,7,42.5,52,Sun,6,7,@,NWE,L 13-54,7,did not cover,42.5,over,1
32,SFO,10/24/21,-4,42.5,64,Sun,6,7,,IND,L 18-30,-4,did not cover,42.5,over,1
1,ATL,1/9/22,3.5,40,61,Sun,17,18,,NOR,L 20-30,3.5,did not cover,40,over,0
2,LVR,1/9/22,3,49,57,Sun,17,18,,LAC,W 35-32 (OT),3,covered,49,over,0
3,BUF,1/9/22,-16.5,40.5,36,Sun,17,18,,NYJ,W 27-10,-16.5,covered,40.5,under,0
4,CAR,1/9/22,9,41.5,80,Sun,17,18,@,TAM,L 17-41,9,did not cover,41.5,over,0
5,SEA,1/9/22,5.5,48,70,Sun,17,18,@,ARI,W 38-30,5.5,covered,48,over,0
6,LAR,1/9/22,-3.5,44.5,73,Sun,17,18,,SFO,L 24-27 (OT),-3.5,did not cover,44.5,over,0
7,CHI,1/9/22,4,44.5,0,Sun,17,18,@,MIN,L 17-31,4,did not cover,44.5,over,0
8,CIN,1/9/22,5.5,37,38,Sun,17,18,@,CLE,L 16-21,5.5,covered,37,push,0
9,PIT,1/9/22,3.5,41,36,Sun,17,18,@,BAL,W 16-13 (OT),3.5,covered,41,under,0
10,NWE,1/9/22,-6,40,75,Sun,17,18,@,MIA,L 24-33,-6,did not cover,40,over,0
11,CLE,1/9/22,-5.5,37,38,Sun,17,18,,CIN,W 21-16,-5.5,did not cover,37,push,0
12,NOR,1/9/22,-3.5,40,61,Sun,17,18,@,ATL,W 30-20,-3.5,covered,40,over,0
13,LAC,1/9/22,-3,49,57,Sun,17,18,@,LVR,L 32-35 (OT),-3,did not cover,49,over,0
14,NYJ,1/9/22,16.5,40.5,36,Sun,17,18,@,BUF,L 10-27,16.5,did not cover,40.5,under,0
15,IND,1/9/22,-15,43.5,76,Sun,17,18,@,JAX,L 11-26,-15,did not cover,43.5,under,0
16,ARI,1/9/22,-5.5,48,70,Sun,17,18,,SEA,L 30-38,-5.5,did not cover,48,over,0
17,WAS,1/9/22,-7,37.5,38,Sun,17,18,@,NYG,W 22-7,-7,covered,37.5,under,0
18,SFO,1/9/22,3.5,44.5,73,Sun,17,18,@,LAR,W 27-24 (OT),3.5,covered,44.5,over,0
19,MIN,1/9/22,-4,44.5,0,Sun,17,18,,CHI,W 31-17,-4,covered,44.5,over,0
20,NYG,1/9/22,7,37.5,38,Sun,17,18,,WAS,L 7-22,7,did not cover,37.5,under,0
21,TEN,1/9/22,-10.5,42.5,75,Sun,17,18,@,HOU,W 28-25,-10.5,did not cover,42.5,over,0
22,BAL,1/9/22,-3.5,41,36,Sun,17,18,,PIT,L 13-16 (OT),-3.5,did not cover,41,under,0
23,HOU,1/9/22,10.5,42.5,75,Sun,17,18,,TEN,L 25-28,10.5,covered,42.5,over,0
24,MIA,1/9/22,6,40,75,Sun,17,18,,NWE,W 33-24,6,covered,40,over,0
25,DET,1/9/22,3,44.5,36,Sun,17,18,,GNB,W 37-30,3,covered,44.5,over,0
26,TAM,1/9/22,-9,41.5,80,Sun,17,18,,CAR,W 41-17,-9,covered,41.5,over,0
27,GNB,1/9/22,-3,44.5,36,Sun,17,18,@,DET,L 30-37,-3,did not cover,44.5,over,0
28,JAX,1/9/22,15,43.5,76,Sun,17,18,,IND,W 26-11,15,covered,43.5,under,0
29,PHI,1/8/22,4,43.5,31,Sat,17,18,,DAL,L 26-51,4,did not cover,43.5,over,0
30,DAL,1/8/22,-4,43.5,31,Sat,17,18,@,PHI,W 51-26,-4,covered,43.5,over,0
31,KAN,1/8/22,-11,45,41,Sat,17,18,@,DEN,W 28-24,-11,did not cover,45,over,0
32,DEN,1/8/22,11,45,41,Sat,17,18,,KAN,L 24-28,11,covered,45,over,0
33,CLE,1/3/22,2,42,25,Mon,16,17,@,PIT,L 14-26,2,did not cover,42,under,0
34,PIT,1/3/22,-2,42,25,Mon,16,17,,CLE,W 26-14,-2,covered,42,under,0
